sentence,processed_text,sentiment,token_count,original_length,processed_length
"The authorisation is in force until the end of the next Annual General Meeting and repeals the authorisation to acquire own shares given by the General Meeting held on April 4 , 2007 .",authorisation force end next annual general meeting repeals authorisation acquire shares given general meeting held april 2007,neutral,17,184,126
"The business had gross written premiums of EUR152 .4 m (  91.5 m ) in 2000 , a net combined ratio of 133 % and 175 staff in total with offices in the UK , Germany and Benelux .",business gross written premiums eur152 915 2000 net combined ratio 133 175 staff total offices uk germany benelux,neutral,18,176,113
"The chilled meat products category led the meat , fish and poultry market in Finland , accounting for a share of 31.4 % .",chilled meat products category led meat fish poultry market finland accounting share 314,neutral,13,121,88
"The company has a continuous need for alloys such as nickel , ferro-chrome , molybdenum and manganese in its production , said Talvivaara .",company continuous need alloys nickel ferrochrome molybdenum manganese production said talvivaara,neutral,11,139,97
"The contract also includes cutting and edging wagon parts at Ruukki 's steel service centres in Seinajoki and Raahe , both in southwestern Finland , from where they will be delivered to VR for welding and assembly .",contract also includes cutting edging wagon parts ruukki steel service centres seinajoki raahe southwestern finland delivered vr welding assembly,neutral,19,215,145
"The copying , republication or redistribution of AFX News Content , inculding by framing or similar means , is expressly prohibited without the prior written consent of AFX News .",copying republication redistribution afx news content inculding framing similar means expressly prohibited without prior written consent afx news,neutral,18,179,145
"The cosmetics collection includes an eye shadow , face powder , lip gloss , mascara and accessories .",cosmetics collection includes eye shadow face powder lip gloss mascara accessories,neutral,11,101,82
"The E7 smartphone will be available for Rs35 ,000 per handset across India , '' Nokia India vice-president & managing director D Shivakumar told reporters .",e7 smartphone available rs35 000 per handset across india nokia india vicepresident managing director shivakumar told reporters,neutral,17,156,127
The exercise originated in Finland in the early 1930s as a training method for cross-country skiers .,exercise originated finland early 1930s training method crosscountry skiers,neutral,9,101,75
"The first phase of the logistics complex envisages the completion of some 70,000 sq m of logistics premises and the gatehouse building in November 2008 .",first phase logistics complex envisages completion 70000 sq logistics premises gatehouse building november 2008,neutral,14,153,111
"The gross area of eight houses will be 12,167 m2 .",gross area eight houses 12167 m2,neutral,6,50,32
"The gross area of the Innova 2 project will be about 10,000 sq m ( 107,600 sq ft ) .",gross area innova project 10000 sq 107600 sq ft,neutral,9,84,47
"The interim report for the first quarter is published on May 8 , 2009 .",interim report first quarter published may 2009,neutral,7,71,47
"The mill 's raw material need will increase by 100,000 m3 of wood .",mill raw material need increase 100000 m3 wood,neutral,8,67,46
"The negotiations concern personnel of Cencorp Corporation and Singulase Oy as whole in Finland and in Sweden , the company said .",negotiations concern personnel cencorp corporation singulase oy whole finland sweden company said,neutral,12,129,97
The negotiations will concern the plant 's department producing winded roving that employs 10 people .,negotiations concern plant department producing winded roving employs 10 people,neutral,10,102,79
"The new apartment block is going up very close to the city center , explained Chairman of the Board of AS YIT Ehitus Priit Sauk .",new apartment block going close city center explained chairman board yit ehitus priit sauk,neutral,14,129,90
"The redesigned crushing circuit has been in operation since the start of September and its overall production rate on a weekly basis is in excess of an average of 40,000 tonnes a day .",redesigned crushing circuit operation since start september overall production rate weekly basis excess average 40000 tonnes day,neutral,17,184,128
"The scheme for TeliaSonera and Altimo is practically identical , except that it involves the merger of their stakes in VimpelCom and Kyivstar .",scheme teliasonera altimo practically identical except involves merger stakes vimpelcom kyivstar,neutral,11,143,96
The share subscription period for C options will commence on 1 September 2008 and expire on 31 March 2011 .,share subscription period options commence september 2008 expire 31 march 2011,neutral,11,107,78
The share subscription period will expire on 30 September 2007 .,share subscription period expire 30 september 2007,neutral,7,64,50
The subscription period of Amer Sports ' 2002 warrant scheme will end on 31 December 2007 .,subscription period amer sports 2002 warrant scheme end 31 december 2007,neutral,11,91,72
The terms and conditions of Stock Option Scheme 2004 are available on the Group 's website .,terms conditions stock option scheme 2004 available group website,neutral,9,92,65
The transaction included also the transfer of the lease agreement concerning manufacturing premises and employment agreements related to these operations .,transaction included also transfer lease agreement concerning manufacturing premises employment agreements related operations,neutral,13,155,125
"The utility will also provide services related to electricity management , such as hedging trades and risk management and reporting .",utility also provide services related electricity management hedging trades risk management reporting,neutral,12,133,101
"`` I 'm trying to deal with slavery from a different perspective to balance the story , '' says DeRamus , formerly a writer at the Detroit Free Press and the Detroit News .",trying deal slavery different perspective balance story says deramus formerly writer detroit free press detroit news,neutral,16,172,116
"`` The biggest challenge was to make the piece look raw , '' Hansen said .",biggest challenge make piece look raw hansen said,neutral,8,74,49
"`` We have a license agreement with Nokia Corp. which in part expires on April 9 , 2007 .",license agreement nokia corp part expires april 2007,neutral,8,89,52
A 2001 agreement expired earlier this month .,2001 agreement expired earlier month,neutral,5,45,36
"After the split , the company would have 26,885,540 Series A shares and 9,540,000 Series K shares .",split company would 26885540 series shares 9540000 series shares,neutral,9,99,64
"Boomeranger Boats Oy specialises in boat building and designs , manufactures and sells customised Rigid Inflatable Boats RIB primarily for the Baltic Sea market .",boomeranger boats oy specialises boat building designs manufactures sells customised rigid inflatable boats rib primarily baltic sea market,neutral,18,162,139
Currently the quarterly applied surcharges differ significantly from the actual market prices .,currently quarterly applied surcharges differ significantly actual market prices,neutral,9,95,80
Filmiteollisuus Fine Ab will be transferred to Talentum Oyj in the form of a subsidiary .,filmiteollisuus fine ab transferred talentum oyj form subsidiary,neutral,8,89,64
"HELSINKI AFX - Salcomp , the mobile phone charger manufacturer , said it has appointed Markku Hangasjarvi as its new CEO , following the resignation of Mats Eriksson .",helsinki afx salcomp mobile phone charger manufacturer said appointed markku hangasjarvi new ceo following resignation mats eriksson,neutral,17,167,132
"HK Ruokatalo produces many turkey products , such as cold cuts .",hk ruokatalo produces many turkey products cold cuts,neutral,8,64,52
"However , the brokers ' ratings on the stock differ .",however brokers ratings stock differ,neutral,5,53,36
Mursula said they tried to gather macro-economic perspective to see how Malaysia was doing .,mursula said tried gather macroeconomic perspective see malaysia,neutral,8,92,64
Niklas Skogster has been employed by the ABB Group in various positions concerning the development of operations .,niklas skogster employed abb group various positions concerning development operations,neutral,10,114,86
The beers differ slightly from mainstream beers .,beers differ slightly mainstream beers,neutral,5,49,38
"The company operates a U.S. division in Lisle , Ill. .",company operates us division lisle ill,neutral,6,54,38
"The deal covers Stockmann Auto Oy Ab 's sales and after-sales services concerning Volkswagen and Audi in Helsinki , Espoo and Vantaa .",deal covers stockmann auto oy ab sales aftersales services concerning volkswagen audi helsinki espoo vantaa,neutral,15,134,107
"The equipment is designated to Bollore Africa Logistics terminal Societe d'Exploitation du Terminal de Vridi SETV in Abidjan , Ivory Coast and the delivery is scheduled to start in March 2010 .",equipment designated bollore africa logistics terminal societe dexploitation du terminal de vridi setv abidjan ivory coast delivery scheduled start march 2010,neutral,21,193,158
"The floor area of the Yliopistonrinne project will be 7,900 sq m and the building 's gross area will total 12,800 sq m. A total 25.1 % of the facilities have been let .",floor area yliopistonrinne project 7900 sq building gross area total 12800 sq total 251 facilities let,neutral,16,168,102
"The floor area of the Yliopistonrinne project will be 7,900 sq m 85,030 sq ft and the building 's gross area will total 12,800 sq m. A total 25.1 % of the facilities have been let .",floor area yliopistonrinne project 7900 sq 85030 sq ft building gross area total 12800 sq total 251 facilities let,neutral,19,181,114
The measures result from the statutory joint negotiations with employees which started in February and concerned all operations in the country .,measures result statutory joint negotiations employees started february concerned operations country,neutral,11,144,100
"The product range includes marinated olives , cold cuts , and pates , for example .",product range includes marinated olives cold cuts pates example,neutral,9,83,63
The terms and conditions of the year 2003 stock option scheme were published in a stock exchange release on 31 March 2003 .,terms conditions year 2003 stock option scheme published stock exchange release 31 march 2003,neutral,14,123,93
"This action follows personnel negotiations concerning Elcoteq SE , Finnish Branch , Elcoteq Finland Oy and Elcoteq Design Center Oy .",action follows personnel negotiations concerning elcoteq se finnish branch elcoteq finland oy elcoteq design center oy,neutral,16,133,118
"Unbelievably , the company that makes them - Fiskars Corporation - was formed in 1649 when a Dutch merchant named Peter Thorwoste was given a charter to establish a blast furnace and forging operation in the small Finnish village of Fiskars .",unbelievably company makes fiskars corporation formed 1649 dutch merchant named peter thorwoste given charter establish blast furnace forging operation small finnish village fiskars,neutral,23,242,181
`` Those uncertainties cloud the long-term outlook . '',uncertainties cloud longterm outlook,negative,4,55,36
"20 October 2010 - Finnish environmental management company Lassila & Tikanoja Oyj HEL : LAT1V , or L&T , said Monday it expects its operating profit , excluding non-recurring items , for the whole 2010 to be slightly lower than in 2009 .",20 october 2010 finnish environmental management company lassila tikanoja oyj hel lat1v lt said monday expects operating profit excluding nonrecurring items whole 2010 slightly lower 2009,negative,26,237,187
"According to Finnish petrol station chain St1 's managing director Kim Wiio , the company was forced to make purchases with rising prices in the first half of 2008 , and now consumer prices are going down almost daily due to competition .",according finnish petrol station chain st1 managing director kim wiio company forced make purchases rising prices first half 2008 consumer prices going almost daily due competition,negative,26,238,180
Finnair said that the cancellation of flights would cause daily losses of  x20ac 2.5 million US$ 3 million .,finnair said cancellation flights would cause daily losses x20ac 25 million us million,negative,13,108,86
"Food sales totalled EUR 323.5 mn in October 2009 , representing a decrease of 5.5 % from October 2008 .",food sales totalled eur 3235 mn october 2009 representing decrease 55 october 2008,negative,13,103,82
"Raute reported a loss per share of EUR0 .86 for the first half of 2009 , against EPS of EUR0 .74 in the corresponding period of 2008 .",raute reported loss per share eur0 86 first half 2009 eps eur0 74 corresponding period 2008,negative,16,134,91
The move was triggered by weak demand for forestry equipment and the uncertain market situation .,move triggered weak demand forestry equipment uncertain market situation,negative,9,97,72
The situation of coated magazine printing paper will continue to be weak .,situation coated magazine printing paper continue weak,negative,7,74,54
"Copper , lead and nickel also dropped ... HBOS ( HBOS ) plummeted 20 % to 70.3 pence after saying this year+ó ??",copper lead nickel also dropped hbos hbos plummeted 20 703 pence saying year,negative,13,112,76
"During the strike , Finnair estimates to incur a net loss of between EUR2m and EUR2 .5 m per day .",strike finnair estimates incur net loss eur2m eur2 per day,negative,10,98,58
Earnings per share ( EPS ) dropped to EUR 0.21 from EUR 0.31 .,earnings per share eps dropped eur 021 eur 031,negative,9,62,46
"Finnair 's passenger load factor , which measures the number of sold seats as a share of all available seats , dropped by 1.3 percentage points to 76.7 % in September .",finnair passenger load factor measures number sold seats share available seats dropped 13 percentage points 767 september,negative,17,168,121
"Frost sold shares for $ 19 million at $ 6.06-7 .12 per share , compared with Friday 's high of $ 11.33 and low of $ 10.14 .",frost sold shares 19 million 6067 12 per share compared friday high 1133 low 1014,negative,15,123,81
Glaston 's net profit for the third quarter of 2007 dropped to 2.4 mln euro ( $ 3.5 mln ) from 3.5 mln euro ( $ 5.1 mln ) for the corresponding period of 2006 .,glaston net profit third quarter 2007 dropped 24 mln euro 35 mln 35 mln euro 51 mln corresponding period 2006,negative,20,160,109
L&T 's net profit for the whole 2010 dropped to EUR 36 million from EUR 45 million for 2009 .,lt net profit whole 2010 dropped eur 36 million eur 45 million 2009,negative,13,93,67
"Lassila & Tikanoja 's operating profit excluding non-recurring and imputed items for the second quarter was EUR11 .3 m , down from EUR13 .8 m a year ago .",lassila tikanoja operating profit excluding nonrecurring imputed items second quarter eur11 eur13 year ago,negative,14,154,106
"Net cash flow from operating activities was a negative EUR 3.1 mn , compared to EUR 23.3 mn in the corresponding period in 2009 .",net cash flow operating activities negative eur 31 mn compared eur 233 mn corresponding period 2009,negative,16,129,99
"Net cash from operating activities was a negative EUR 0.3 mn , compared to EUR 30.9 mn in 2009 .",net cash operating activities negative eur 03 mn compared eur 309 mn 2009,negative,13,96,73
Net sales dropped by 6 % year-on-year to EUR 11.9 million .,net sales dropped yearonyear eur 119 million,negative,7,59,44
Net sales have been eaten by the weak US dollar .,net sales eaten weak us dollar,negative,6,49,30
"Nordic banks have already had to write off sizable loans in Latvia , with Swedbank , Nordea , DnB NOR and SEB reporting combined losses in excess of $ 1.35 billion in the period 2007 to 2010 against a backdrop of near economic meltdown in Latvia .",nordic banks already write sizable loans latvia swedbank nordea dnb seb reporting combined losses excess 135 billion period 2007 2010 backdrop near economic meltdown latvia,negative,25,247,172
Okmetic expects its net sales for the first half of 2009 to be less than in 2008 .,okmetic expects net sales first half 2009 less 2008,negative,9,82,51
"Operating profit , excluding non-recurring items , totaled EUR 0.2 mn , down from EUR 0.8 mn in the corresponding period in 2006 .",operating profit excluding nonrecurring items totaled eur 02 mn eur 08 mn corresponding period 2006,negative,15,130,99
"Operating profit , excluding non-recurring items , totalled EUR 1.0 mn , down from EUR 1.6 mn .",operating profit excluding nonrecurring items totalled eur 10 mn eur 16 mn,negative,12,95,74
"Operating profit , excluding non-recurring items , totalled EUR 2.2 mn , down from EUR 2.7 mn in the corresponding period in 2008 .",operating profit excluding nonrecurring items totalled eur 22 mn eur 27 mn corresponding period 2008,negative,15,131,100
"Operating profit excluding non-recurring items amounted to EUR 40.6 mn , down from EUR 57.3 mn year-on-year .",operating profit excluding nonrecurring items amounted eur 406 mn eur 573 mn yearonyear,negative,13,109,87
Operating profit excluding non-recurring items was EUR 7.8 million compared to EUR 11.2 million .,operating profit excluding nonrecurring items eur 78 million compared eur 112 million,negative,12,97,85
Relations with the City have been further damaged by comments from Mr Ashley criticising City investors and analysts as `` cry babies '' .,relations city damaged comments mr ashley criticising city investors analysts cry babies,negative,12,138,88
Reported operating margin was a negative 5.9 % .,reported operating margin negative 59,negative,5,48,37
Swedbank 's shares have been hardest hit of the Swedish banks by the ongoing international financial crisis .,swedbank shares hardest hit swedish banks ongoing international financial crisis,negative,10,109,80
"The currency effect had a 3.0 pct , or 20 mln euro ( $ 31.3 mln ) , negative impact on the revenue .",currency effect 30 pct 20 mln euro 313 mln negative impact revenue,negative,12,100,66
"The period 's sales dropped to EUR 30.6 million from EUR 38.3 million , according to the interim report , released today .",period sales dropped eur 306 million eur 383 million according interim report released today,negative,14,122,92
"Therefore , the company 's 2005 result will remain weaker than that of 2004 .",therefore company 2005 result remain weaker 2004,negative,7,77,48
Vaisala 's net profit for the third quarter of 2007 dropped to 3.0 mln euro ( $ 4.3 mln ) from 6.8 mln euro ( $ 9.8 mln ) for the same period of 2006 .,vaisala net profit third quarter 2007 dropped 30 mln euro 43 mln 68 mln euro 98 mln period 2006,negative,19,151,95
"`` The implementation of these programs has had , and will have , negative impacts on 2006 and 2007 earnings , '' Mr Meiklejohn said .",implementation programs negative impacts 2006 2007 earnings mr meiklejohn said,negative,10,134,78
A survey conducted by Taloustutkimus for Sampo Life shows that companies are badly prepared to losing key staff members .,survey conducted taloustutkimus sampo life shows companies badly prepared losing key staff members,negative,13,121,98
"Agricultural newspaper Maaseudun Tulevaisuus had 318,000 readers , representing a decrease of 6 % .",agricultural newspaper maaseudun tulevaisuus 318000 readers representing decrease,negative,8,99,81
"At 1411 CET , ArcelorMittal had lost 7.26 % to EUR 17.38 on Euronext Paris , coming at the lead of the blue-chip fallers .",1411 cet arcelormittal lost 726 eur 1738 euronext paris coming lead bluechip fallers,negative,13,122,84
Cash flow from operations in January-December 2008 was a negative EUR 18.1 mn compared to EUR 39.0 mn in the corresponding period in 2007 .,cash flow operations januarydecember 2008 negative eur 181 mn compared eur 390 mn corresponding period 2007,negative,16,139,107
EPS dropped to EUR0 .2 from EUR0 .3 .,eps dropped eur0 eur0,negative,4,37,21
Kone shares dropped 4.1 percent to  x20ac 43 US$ 55.77 in Helsinki .,kone shares dropped 41 percent x20ac 43 us 5577 helsinki,negative,10,68,56
"The EU Commission said earlier it had fined ThyssenKrupp , United Technologies Corp 's Otis , Schindler AG and Kone Oyj a total of 992.3 mln eur for alleged cartel activity in the lift market going back twelve years .",eu commission said earlier fined thyssenkrupp united technologies corp otis schindler ag kone oyj total 9923 mln eur alleged cartel activity lift market going back twelve years,negative,27,217,176
"The period 's sales dropped to EUR30 .6 m from EUR38 .3 m , according to the interim report , released today .",period sales dropped eur30 eur38 according interim report released today,negative,10,110,72
"YIT lodged counter claims against Neste Oil totaling some EUR25m , primarily based on work carried out under the contract and additional costs incurred due to prolongation of the project .",yit lodged counter claims neste oil totaling eur25m primarily based work carried contract additional costs incurred due prolongation project,negative,19,188,140
"` The stable outlook reflects Nokia 's strong market position in the global mobile handset market , strong cash flow generation , and very conservative balance sheet , ' said Raab .",stable outlook reflects nokia strong market position global mobile handset market strong cash flow generation conservative balance sheet said raab,positive,20,181,146
"These financing arrangements will enable the company to ensure , in line with its treasury policy , that it has sufficient financial instruments at its disposal for its potential capital requirements .",financing arrangements enable company ensure line treasury policy sufficient financial instruments disposal potential capital requirements,positive,15,201,138
"efficiency improvement measures 20 January 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today that it will continue to improve its operational efficiency , by focusing on its profitable core operations .",efficiency improvement measures 20 january 2010 finnish stationery gift retailer tiimari hel tii1v said today continue improve operational efficiency focusing profitable core operations,positive,23,227,185
Efore 's results for the last quarter showed an even faster improvement as the company managed to better source its components .,efore results last quarter showed even faster improvement company managed better source components,positive,13,128,98
Technical indicators for the stock are bullish and S&P gives NOK a positive 4 STARS out of 5 buy ranking .,technical indicators stock bullish sp gives nok positive stars buy ranking,positive,11,106,74
"The restructuring creates a more efficient organization with increased operational focus and stable profitability , and leads to more efficient production , said Bo Annvik , head of Specialty Stainless .",restructuring creates efficient organization increased operational focus stable profitability leads efficient production said bo annvik head specialty stainless,positive,18,203,160
"`` We 're delighted with the move '' says Morna Cowie , co-owner , above , `` it 's double the size of our current shop and has a lovely feel to it . ''",delighted move says morna cowie coowner double size current shop lovely feel,positive,12,152,76
"`` After a long , unprofitable period the Food Division posted a profitable result , which speaks of a healthier cost structure and a new approach in business operations , '' Rihko said .",long unprofitable period food division posted profitable result speaks healthier cost structure new approach business operations rihko said,positive,18,187,139
Earnings per share were higher at 0.48 against 0.37 a year before and ahead of market consensus of 0.40 eur .,earnings per share higher 048 037 year ahead market consensus 040 eur,positive,12,109,69
"29 September , 2010 Finnish waste management and recycling company Lassila & Tikanoja expands its operations in Russia by introducing its recently completed recycling plant in the city of Dubna near Moscow .",29 september 2010 finnish waste management recycling company lassila tikanoja expands operations russia introducing recently completed recycling plant city dubna near moscow,positive,22,207,173
"`` Method and System for Controlling a Hard Disk Drive Using a Multimediacard Physical Interface '' was invented by Marko Ahvenainen Ruutana , Finland .",method system controlling hard disk drive using multimediacard physical interface invented marko ahvenainen ruutana finland,neutral,15,152,123
"The 10,000-odd square metre plot that Stockmann has bought for the Nevsky Center shopping center is located on Nevsky Prospect , St Petersburg 's high street , next to the Vosstaniya Square underground station , in the immediate vicinity of Moscow Station .",10000odd square metre plot stockmann bought nevsky center shopping center located nevsky prospect st petersburg high street next vosstaniya square underground station immediate vicinity moscow station,neutral,26,257,200
"Typically , the transmission power level can be decreased when the interference noise is above a predefined value .",typically transmission power level decreased interference noise predefined value,neutral,9,115,80
"Sukhraj Dulai , of the 2900 block of Boni Sue Court , a cul-de-sac on the city 's north side , started the vehicle and went inside his house about 8 a.m. Tuesday , leaving the garage door open .",sukhraj dulai 2900 block boni sue court culdesac city north side started vehicle went inside house tuesday leaving garage door open,neutral,21,194,131
"Typical end-uses include roof structures , floorings , walls and ceilings , non-visible structures in vehicles , packaging and boxes , construction site structures , fencing and shelters , and formwork with a limited number of concrete pourings .",typical enduses include roof structures floorings walls ceilings nonvisible structures vehicles packaging boxes construction site structures fencing shelters formwork limited number concrete pourings,neutral,23,246,199
"Tallink Silja attributes the significant drop to problems with the booking system that was taken into operation in October , the sale of trailer ferry ` Sky Wind ' and the route between Stockholm and Riga , which has won passengers from the Helsinki-Stockholm route .",tallink silja attributes significant drop problems booking system taken operation october sale trailer ferry sky wind route stockholm riga passengers helsinkistockholm route,negative,22,267,173
"`` Adjustment to the fall in price level , in contrast , has been less effective .",adjustment fall price level contrast less effective,negative,7,82,51
17 March 2011 - Goldman Sachs estimates that there are negative prospects for the Norwegian mobile operations of Norway 's Telenor ASA OSL : TEL and Sweden 's TeliaSonera AB STO : TLSN in the short term .,17 march 2011 goldman sachs estimates negative prospects norwegian mobile operations norway telenor asa osl tel sweden teliasonera ab sto tlsn short term,negative,23,204,153
"Based on the first quarter result , existing order backlog and new order prospects , the company expects that full-year sales will contract by 25 % from 2008 , the gross margin will stay at a healthy level , and the operating profit margin will be lower than in 2008 due to lower sales volume .",based first quarter result existing order backlog new order prospects company expects fullyear sales contract 25 2008 gross margin stay healthy level operating profit margin lower 2008 due lower sales volume,negative,31,294,207
"Key shareholders of Finnish IT services provider TietoEnator Oyj on Friday rejected a hostile EUR1 .08 billion $ 1.67 billion offer from buyout shop Nordic Capital , giving new life to a possible counter offer from Blackstone Group LP and Norwegian telecom Telenor ASA .",key shareholders finnish services provider tietoenator oyj friday rejected hostile eur1 08 billion 167 billion offer buyout shop nordic capital giving new life possible counter offer blackstone group lp norwegian telecom telenor asa,positive,33,270,232
"He answers questions on how many visitors Conversations gets , how big the team is and what the problems are when setting up social media channels .",answers questions many visitors conversations gets big team problems setting social media channels,neutral,13,148,98
BioTie North-American licensing partner Somaxon Pharmaceuticals started a phase II-III clinical study in patients suffering from pathological gambling and a pilot phase II study in nicotine addiction smoking cessation .,biotie northamerican licensing partner somaxon pharmaceuticals started phase iiiii clinical study patients suffering pathological gambling pilot phase ii study nicotine addiction smoking cessation,neutral,23,219,196
"For 24-hour news , try ICIS news www.icis.com Click `` trial '' , then ICIS news",24hour news try icis news wwwiciscom click trial icis news,neutral,10,80,58
He wore a black beanie-type cap and a black jacket .,wore black beanietype cap black jacket,neutral,6,52,38
The products have a low salt and fat content .,products low salt fat content,neutral,5,46,29
Finnair believes the strike will cause it daily net losses in excess of EUR 2mn due to canceled reservations and passenger re-routing .,finnair believes strike cause daily net losses excess eur 2mn due canceled reservations passenger rerouting,negative,15,135,107
"HELSINKI Thomson Financial - Shares closed little changed , with Cargotec and Huhtamaki dropping sharply on disappointing second-quarter reports .",helsinki thomson financial shares closed little changed cargotec huhtamaki dropping sharply disappointing secondquarter reports,negative,14,146,127
"The airline estimated that the cancellation of its flights due to the closure of European airspace , and the process of recommencing traffic , have caused a the company a loss of EUR20m , including the costs of stranded passengers ' accommodation .",airline estimated cancellation flights due closure european airspace process recommencing traffic caused company loss eur20m including costs stranded passengers accommodation,negative,20,248,174
Ruukki Group calculates that it has lost EUR 4mn in the failed project .,ruukki group calculates lost eur 4mn failed project,negative,8,72,51
"Samsung currently occupies third place and lost ground during the quarter , dropping by 1.8 % to an 11.1 % share overall .",samsung currently occupies third place lost ground quarter dropping 18 111 share overall,negative,13,122,88
"The Baltimore Police and Fire Pension , which has about $ 1.5 billion , lost about $ 3.5 million in Madoff Ponzi scheme .",baltimore police fire pension 15 billion lost 35 million madoff ponzi scheme,negative,12,121,76
"`` Small firms are suffering at the moment because they are likely to have money trouble , '' he added .",small firms suffering moment likely money trouble added,negative,8,104,55
"Dealers said the share was largely hit by investor disappointment about a refining margin of just 9.48 usd per barrel for the quarter and the performance of its shipping unit , which saw EBIT drop to 5 mln eur from 20 mln eur a year amid a fall in volumes and tanker rates .",dealers said share largely hit investor disappointment refining margin 948 usd per barrel quarter performance shipping unit saw ebit drop mln eur 20 mln eur year amid fall volumes tanker rates,negative,31,274,192
"Making matters more difficult , the company said it has been grappling with higher oil and gas prices , which have pushed up the cost of energy , raw materials and transportation .",making matters difficult company said grappling higher oil gas prices pushed cost energy raw materials transportation,negative,16,180,117
One of the headboxes will be equipped with a modern consistency control system to ensure cross machine profile of the plasterboard .,one headboxes equipped modern consistency control system ensure cross machine profile plasterboard,neutral,12,132,98
"The result will also be burdened by increased fixed costs associated with operations in China , and restructuring costs in Japan .",result also burdened increased fixed costs associated operations china restructuring costs japan,negative,12,130,96
"As part of the transaction , M-real and Sappi have also signed a long-term agreement on the supply of pulp and BCTMP and other smaller services and supplies .",part transaction mreal sappi also signed longterm agreement supply pulp bctmp smaller services supplies,positive,14,158,103
"Earlier today , Geberit 's Finnish rival Uponor OYJ cut its full-year sales growth forecast to 6 pct from 10 pct , blaming tough conditions in Germany and the US , as well as currency factors .",earlier today geberit finnish rival uponor oyj cut fullyear sales growth forecast pct 10 pct blaming tough conditions germany us well currency factors,negative,23,193,150
"Operating loss totalled EUR 0.9 mn , down from a profit of EUR 2.7 mn .",operating loss totalled eur 09 mn profit eur 27 mn,negative,10,71,50
"The group 's operating loss was EUR 0.8 mn , down from a profit of EUR 2.5 mn in 2004 .",group operating loss eur 08 mn profit eur 25 mn 2004,negative,11,87,52
"The Finnish national carrier said net loss in April through June was euro26 million , down from a net profit of euro13 million a year earlier .",finnish national carrier said net loss april june euro26 million net profit euro13 million year earlier,negative,16,143,103
"It generated an operating loss of EUR 96.3 mn , down from a profit of EUR 43.9 mn .",generated operating loss eur 963 mn profit eur 439 mn,negative,10,83,53
"Below are consolidated , unaudited results for Amanda Capital under IFRS reporting standards .",consolidated unaudited results amanda capital ifrs reporting standards,neutral,8,94,70
Below are unaudited consolidated results for Aspocomp Group under IFRS reporting standards .,unaudited consolidated results aspocomp group ifrs reporting standards,neutral,8,92,70
Elcoteq SE is Europe 's largest contract electronics maker and has set up a unit in Bangalore in association with Avista Advisory of Mumbai .,elcoteq se europe largest contract electronics maker set unit bangalore association avista advisory mumbai,neutral,14,141,106
"However , two of the previously ordered sets will start producing electricity at the end of October 2010 , it said .",however two previously ordered sets start producing electricity end october 2010 said,neutral,12,116,85
- Net sales for the period are expected to fall well below that of last year and the result after non-recurring items is expected to be in the red .,net sales period expected fall well last year result nonrecurring items expected red,negative,13,148,84
"In Finland , the Bank of +àland reports its operating profit fell to EUR 6.1 mn in the second quarter of 2008 from EUR 7.5 mn in the second quarter of 2007 .",finland bank land reports operating profit fell eur 61 mn second quarter 2008 eur 75 mn second quarter 2007,negative,19,157,107
"Budapest , August 10 MTI - Finnish electronics maker Elcoteq will lay off 700 workers at its plants in Pecs S Hungary at the end of September because of falling orders , communications director for Elcoteq 's local unit , Zoltan Krippl told MTI on Monday .",budapest august 10 mti finnish electronics maker elcoteq lay 700 workers plants pecs hungary end september falling orders communications director elcoteq local unit zoltan krippl told mti monday,negative,28,256,194
Earnings per share EPS in 2005 decreased to EUR0 .66 from EUR1 .15 in 2004 .,earnings per share eps 2005 decreased eur0 66 eur1 15 2004,negative,11,76,58
"Finnair 's Tallinn-based subsidiary , Aero AS , carried 23,335 passengers , a decline of 60.8 % , on routes between Helsinki and the Baltic capitals and within Southern Finland .",finnair tallinnbased subsidiary aero carried 23335 passengers decline 608 routes helsinki baltic capitals within southern finland,negative,16,178,129
"ADPnews - Aug 3 , 2009 - Finnish media group Ilkka-Yhtyma Oyj HEL : ILK2S said today its net profit fell 45 % on the year to EUR 5.9 million USD 8.4 m in the first half of 2009 .",adpnews aug 2009 finnish media group ilkkayhtyma oyj hel ilk2s said today net profit fell 45 year eur 59 million usd 84 first half 2009,negative,25,178,135
Operating profit for 2009 lower than outlook published earlier .,operating profit 2009 lower outlook published earlier,negative,7,64,53
Operating profit for continuing operations fell to EUR 48.3 mn from EUR 72.4 mn in the first half of 2007 .,operating profit continuing operations fell eur 483 mn eur 724 mn first half 2007,negative,14,107,81
"Revenue for the quarter totaled 27.4 billion , down 2 percent from 28.1 billion in the fourth quarter in 2008 .",revenue quarter totaled 274 billion percent 281 billion fourth quarter 2008,negative,11,111,75
"Sampo Bank 's market share of lending was 13.6 % , down from 14.4 % in the first quarter of 2008 .",sampo bank market share lending 136 144 first quarter 2008,negative,10,98,58
Sanoma News ' advertising sales decreased by 22 % during the year .,sanoma news advertising sales decreased 22 year,negative,7,67,47
Finnish Bank of +àland reports its operating profit fell to EUR 4.9 mn in the third quarter of 2007 from EUR 5.6 mn in the third quarter of 2006 .,finnish bank land reports operating profit fell eur 49 mn third quarter 2007 eur 56 mn third quarter 2006,negative,19,146,105
